patient_id,full_name,gender,age,date_of_birth,district,national_id,phone,income_level,registration_date,is_active
PAT000953,Mwinyi Rashid,Male,35,1989-01-01,South Unguja,ZNZ903134,255732226820,Upper-Middle,2018-10-15,1
PAT000954,Zuwena Hamisi,Female,16,2008-01-01,North B,ZNZ888326,255747315486,Lower-Middle,2022-06-30,1
PAT000955,Juma Omar,Male,46,1978-01-01,Urban West,ZNZ883059,255742121887,Lower-Middle,2021-03-15,1
PAT000956,Rashid Ali,Male,26,1998-01-01,Micheweni,ZNZ246511,255737509277,Low,2022-12-12,1
PAT000957,Zawadi Haji,Female,28,1996-01-01,North B,,255712057244,Lower-Middle,2021-12-18,1
PAT000958,Mohammed Khatib,Male,19,2005-01-01,South Unguja,ZNZ387120,255724240440,Middle,2019-08-31,0
PAT000959,Khalid Mohammed,Male,0,2024-01-01,North B,ZNZ823225,255764259773,Middle,2019-04-02,1
PAT000960,Mariam Khalid,Female,29,1995-01-01,Kati,ZNZ680985,255772542403,Upper-Middle,2022-10-31,1
PAT000961,Seif Hamisi,Male,73,1951-01-01,Micheweni,ZNZ280116,255754188812,Lower-Middle,2021-05-10,1
PAT000962,Halima Hassan,Female,43,1981-01-01,Wete,ZNZ887001,255764692514,Middle,2021-05-20,1
PAT000963,Ahmed Omar,Male,34,1990-01-01,Kati,ZNZ223425,255710976264,Lower-Middle,2020-10-26,1
PAT000964,Amour Khatib,Male,30,1994-01-01,South Unguja,ZNZ489666,,Middle,2019-09-16,1
PAT000965,Hamisi Ali,Male,35,1989-01-01,Urban West,ZNZ304249,255717299243,Middle,2019-01-11,1
PAT000966,Salim Mwinyi,Male,43,1981-01-01,Urban West,ZNZ822153,255788462955,Lower-Middle,2019-03-23,1
PAT000967,Zainab Khatib,Female,14,2010-01-01,Wete,ZNZ301466,255771781572,Low,2020-04-14,1
PAT000968,Haji Ali,Male,52,1972-01-01,Urban West,ZNZ584046,255784696009,Low,2021-02-03,1
PAT000969,Fatuma Khalid,Female,42,1982-01-01,South Unguja,ZNZ735462,255786079786,Lower-Middle,2022-08-02,0
PAT000970,Haji Ali,Male,46,1978-01-01,Urban West,ZNZ504060,255722229793,Upper-Middle,2020-03-21,1
PAT000971,Asha Nassor,Female,38,1986-01-01,Urban West,ZNZ692735,255745204166,Low,2021-11-25,1
PAT000972,Maryam Mwinyi,Female,32,1992-01-01,South Unguja,ZNZ536282,255794771701,Low,2021-01-24,1
PAT000973,Khadija Khalid,Female,42,1982-01-01,Kati,ZNZ924765,255723542914,Low,2021-11-12,1
PAT000974,Hassan Said,Male,44,1980-01-01,Micheweni,ZNZ401841,255725276157,Middle,2020-08-16,1
PAT000975,Mwinyi Hamisi,Male,29,1995-01-01,Kati,,255714379845,Lower-Middle,2022-01-15,1
PAT000976,Hassan Ali,Male,25,1999-01-01,Kati,ZNZ155063,255717150265,Low,2020-04-28,1
PAT000977,Amina Juma,Female,33,1991-01-01,Urban West,ZNZ687069,255714762315,Lower-Middle,2020-03-19,1
PAT000978,Seif Suleiman,Male,59,1965-01-01,North A,ZNZ317986,255755330881,Lower-Middle,2020-09-05,1
PAT000979,Zainab Abdallah,Female,13,2011-01-01,Chake-Chake,ZNZ321668,255727036641,Lower-Middle,2019-02-20,1
PAT000980,Nasra Khalid,Female,9,2015-01-01,Mkoani,,255792944596,Middle,2019-12-27,1
PAT000981,Rashid Vuai,Male,37,1987-01-01,South Unguja,ZNZ435830,255781603757,Low,2022-03-08,1
PAT000982,Asha Bakari,Female,32,1992-01-01,Kati,ZNZ462205,255786127930,Lower-Middle,2019-03-30,1
PAT000983,Seif Vuai,Male,37,1987-01-01,Urban West,,255716504938,Low,2021-08-07,0
PAT000984,Seif Khatib,Male,38,1986-01-01,North A,ZNZ557519,255742281467,Low,2022-04-07,1
PAT000985,Khadija Bakari,Female,28,1996-01-01,Micheweni,ZNZ411207,255739959777,Lower-Middle,2021-05-01,1
PAT000986,Mariam Khalid,Female,54,1970-01-01,North B,ZNZ178343,255730814962,Low,2018-05-30,0
PAT000987,Zawadi Abdallah,Female,7,2017-01-01,Urban West,ZNZ745687,255796069528,Lower-Middle,2020-01-29,1
PAT000988,Mohammed Juma,Male,21,2003-01-01,North A,ZNZ918746,255763091022,Low,2020-02-18,1
PAT000989,Abdallah Suleiman,Male,33,1991-01-01,Urban West,ZNZ159567,,Low,2020-08-30,1
PAT000990,Rukia Khalid,Female,7,2017-01-01,Micheweni,,255744337690,Middle,2020-02-02,1
PAT000991,Pili Haji,Female,29,1995-01-01,Mkoani,ZNZ685894,,Lower-Middle,2020-09-28,1
PAT000992,Nasra Abdallah,Female,56,1968-01-01,Mkoani,ZNZ726020,255786858045,Middle,2022-03-19,0
PAT000993,Mohammed Rashid,Male,35,1989-01-01,Wete,ZNZ916309,255762092849,Middle,2021-11-17,1
PAT000994,Maryam Ali,Female,35,1989-01-01,North B,ZNZ638314,,Lower-Middle,2021-09-01,1
PAT000995,Rashid Said,Male,14,2010-01-01,South Unguja,ZNZ395625,255798121120,Middle,2018-03-17,1
PAT000996,Bakari Vuai,Male,25,1999-01-01,Urban West,ZNZ352771,255767849810,Lower-Middle,2019-08-22,1
PAT000997,Rehema Salim,Female,26,1998-01-01,North A,ZNZ969559,255768008079,Low,2021-07-17,1
PAT000998,Nassor Haji,Male,29,1995-01-01,Urban West,ZNZ692520,255744231367,Low,2018-08-13,1
PAT000999,Aisha Said,Female,51,1973-01-01,Chake-Chake,ZNZ516673,255723015771,Lower-Middle,2022-04-03,1
PAT001000,Ahmed Amour,Male,43,1981-01-01,Mkoani,ZNZ916392,,Low,2018-04-23,1
PAT001001,Khalid Ali,Male,17,2007-01-01,South Unguja,,255726674948,Low,2018-09-08,1
PAT001002,Zainab Seif,Female,35,1989-01-01,Wete,ZNZ364837,255765913120,Low,2021-06-10,1
PAT001003,Latifa Nassor,Female,39,1985-01-01,Urban West,ZNZ653098,255792249450,Low,2020-04-20,1
PAT001004,Latifa Suleiman,Female,49,1975-01-01,Micheweni,ZNZ682393,255717742237,Low,2022-12-20,1
PAT001005,Rahma Bakari,Female,55,1969-01-01,Wete,ZNZ390699,255772631628,Low,2019-12-15,0
PAT001006,Amina Haji,Female,16,2008-01-01,North B,ZNZ963689,255759106585,Low,2021-01-11,1
PAT001007,Mariam Haji,Female,19,2005-01-01,Urban West,ZNZ584003,255734363760,Low,2018-05-05,1
PAT001008,Zawadi Juma,Female,13,2011-01-01,Mkoani,ZNZ752356,255755122928,Lower-Middle,2021-04-13,1
PAT001009,Seif Abdallah,Male,31,1993-01-01,Wete,ZNZ970139,255768540709,Low,2020-12-28,1
PAT001010,Mwajuma Nassor,Female,38,1986-01-01,Mkoani,ZNZ180738,,Middle,2020-12-06,1
PAT001011,Yusuf Salim,Male,50,1974-01-01,Chake-Chake,ZNZ230613,255712364840,Middle,2020-06-02,1
PAT001012,Zawadi Said,Female,30,1994-01-01,Kati,,255730683593,Lower-Middle,2021-07-03,1
PAT001013,Zawadi Amour,Female,27,1997-01-01,Urban West,ZNZ912902,,Middle,2022-10-17,0
PAT001014,Abdallah Khalid,Male,37,1987-01-01,Urban West,ZNZ237405,255711461433,Lower-Middle,2018-01-30,0
PAT001015,Mariam Khalid,Female,19,2005-01-01,North A,ZNZ146638,255773410949,Low,2018-10-08,1
PAT001016,Rehema Abdallah,Female,63,1961-01-01,Urban West,ZNZ213920,255738107874,Upper-Middle,2020-07-12,1
PAT001017,Juma Juma,Male,9,2015-01-01,South Unguja,ZNZ796101,255728814614,Low,2021-06-14,0
PAT001018,Khadija Mwinyi,Female,34,1990-01-01,Micheweni,ZNZ107887,255733176113,Upper-Middle,2021-06-25,1
PAT001019,Latifa Ali,Female,62,1962-01-01,South Unguja,ZNZ124918,255750261864,Lower-Middle,2019-01-03,1
PAT001020,Abdallah Said,Male,35,1989-01-01,Urban West,ZNZ816369,255717389434,Low,2019-05-10,1
PAT001021,Khadija Haji,Female,29,1995-01-01,Mkoani,ZNZ726489,,Lower-Middle,2020-11-14,1
PAT001022,Bakari Haji,Male,29,1995-01-01,Urban West,ZNZ834459,255750278936,Lower-Middle,2022-05-29,1
PAT001023,Zuwena Said,Female,29,1995-01-01,North A,ZNZ309496,255764432801,Low,2019-12-19,1
PAT001024,Rehema Suleiman,Female,52,1972-01-01,Wete,ZNZ527499,255740296194,Lower-Middle,2022-02-22,0
PAT001025,Rahma Juma,Female,0,2024-01-01,Chake-Chake,ZNZ840147,,Middle,2020-10-13,1
PAT001026,Abdallah Nassor,Male,59,1965-01-01,North B,ZNZ858141,255753625285,Lower-Middle,2022-02-26,1
PAT001027,Sitawa Khalid,Female,10,2014-01-01,Urban West,ZNZ454824,255736272447,Low,2021-08-30,1
PAT001028,Amina Rashid,Female,28,1996-01-01,Micheweni,ZNZ355069,255777569986,Low,2019-08-29,1
PAT001029,Seif Hamisi,Male,28,1996-01-01,Urban West,ZNZ783444,255789607155,Middle,2019-01-10,1
PAT001030,Zuwena Bakari,Female,40,1984-01-01,Urban West,ZNZ191627,255745160184,Lower-Middle,2019-10-01,1
PAT001031,Mohammed Hassan,Male,9,2015-01-01,Micheweni,ZNZ329415,255727584256,Lower-Middle,2020-11-14,1
PAT001032,Nasra Mwinyi,Female,38,1986-01-01,North A,ZNZ613277,255799118270,Upper-Middle,2021-09-19,1
PAT001033,Suleiman Seif,Male,67,1957-01-01,North A,ZNZ517165,255738808715,Low,2021-10-10,0
PAT001034,Yusuf Hassan,Male,13,2011-01-01,North B,ZNZ675657,,Lower-Middle,2018-04-26,1
PAT001035,Hassan Said,Male,38,1986-01-01,Kati,ZNZ333982,255712784975,Middle,2018-02-17,1
PAT001036,Mariam Hamisi,Female,22,2002-01-01,Kati,ZNZ391799,255771803618,Middle,2022-10-28,1
PAT001037,Hassan Ali,Male,41,1983-01-01,North B,ZNZ311284,255792833209,Low,2022-12-07,1
PAT001038,Nasra Rashid,Female,32,1992-01-01,Urban West,ZNZ291082,255796963106,Low,2018-04-09,1
PAT001039,Mwinyi Nassor,Male,24,2000-01-01,North A,ZNZ804172,255754280462,Middle,2022-01-22,0
PAT001040,Ahmed Khatib,Male,42,1982-01-01,Urban West,ZNZ335892,255776894377,Low,2022-03-27,1
PAT001041,Amina Khatib,Female,59,1965-01-01,South Unguja,ZNZ817167,255728868041,Upper-Middle,2022-06-09,1
PAT001042,Asha Ali,Female,29,1995-01-01,Micheweni,ZNZ575243,255774018079,Low,2019-02-09,1
PAT001043,Mohammed Hassan,Male,46,1978-01-01,North B,ZNZ776257,255790989847,Low,2021-05-22,1
PAT001044,Maryam Hamisi,Female,12,2012-01-01,North B,ZNZ953389,,Low,2019-11-16,1
PAT001045,Rahma Vuai,Female,17,2007-01-01,Urban West,ZNZ762643,255765576434,Middle,2020-06-21,1
PAT001046,Aisha Said,Female,39,1985-01-01,North B,ZNZ362399,255759440284,Middle,2019-05-18,1
PAT001047,Yusuf Hamisi,Male,58,1966-01-01,North A,ZNZ639775,255747938509,Lower-Middle,2022-10-11,1
PAT001048,Amour Amour,Male,40,1984-01-01,South Unguja,ZNZ921482,255711129775,Upper-Middle,2022-01-11,1
PAT001049,Sitawa Hamisi,Female,27,1997-01-01,Wete,ZNZ161596,,Low,2020-06-12,1
PAT001050,Ali Bakari,Male,34,1990-01-01,Micheweni,ZNZ481784,255794745814,Low,2022-05-19,0
PAT001051,Rehema Abdallah,Female,13,2011-01-01,North B,ZNZ277175,255711872154,Middle,2018-09-15,1
PAT001052,Zawadi Mohammed,Female,41,1983-01-01,South Unguja,ZNZ493807,255710913605,Middle,2020-04-23,1
PAT001053,Sitawa Hamisi,Female,45,1979-01-01,North A,ZNZ233332,255735182763,Middle,2018-05-01,1
PAT001054,Rehema Hamisi,Female,25,1999-01-01,Urban West,ZNZ821243,255779141520,Middle,2020-03-20,1
PAT001055,Rahma Omar,Female,24,2000-01-01,Micheweni,ZNZ399355,255765984203,Lower-Middle,2020-09-04,1
PAT001056,Haji Amour,Male,39,1985-01-01,Urban West,ZNZ534758,255767601271,Low,2018-02-23,1
PAT001057,Zuwena Khalid,Female,25,1999-01-01,Micheweni,ZNZ449760,255737413661,Upper-Middle,2020-10-15,1
PAT001058,Amour Khatib,Male,33,1991-01-01,Wete,ZNZ250494,255724500948,Low,2021-09-16,1
PAT001059,Ali Hamisi,Male,68,1956-01-01,Mkoani,ZNZ684398,255789929954,Lower-Middle,2020-02-23,1
PAT001060,Khadija Nassor,Female,28,1996-01-01,Kati,ZNZ396177,255718623041,Middle,2018-08-29,1
PAT001061,Zainab Khalid,Female,26,1998-01-01,Urban West,ZNZ555209,255767090720,Low,2022-11-14,0
PAT001062,Khadija Said,Female,22,2002-01-01,Kati,ZNZ364418,255782881828,Middle,2022-04-03,1
PAT001063,Maryam Bakari,Female,43,1981-01-01,Wete,ZNZ569234,255732421435,Low,2019-04-28,1
PAT001064,Bakari Abdallah,Male,32,1992-01-01,Micheweni,ZNZ199372,,Middle,2020-10-09,0
PAT001065,Hassan Nassor,Male,24,2000-01-01,Urban West,ZNZ237046,255770191873,Lower-Middle,2018-07-06,1
PAT001066,Halima Mwinyi,Female,51,1973-01-01,Mkoani,ZNZ645501,255771731354,Lower-Middle,2019-10-18,1
PAT001067,Mwinyi Said,Male,57,1967-01-01,Urban West,ZNZ840373,255751648998,Lower-Middle,2018-09-19,1
PAT001068,Salim Seif,Male,25,1999-01-01,Chake-Chake,ZNZ424888,255767042308,Low,2020-08-10,1
PAT001069,Khalid Abdallah,Male,5,2019-01-01,Urban West,ZNZ921485,255734247612,Lower-Middle,2021-10-19,1
PAT001070,Ahmed Rashid,Male,51,1973-01-01,Micheweni,ZNZ238117,,Lower-Middle,2019-05-06,0
PAT001071,Omar Seif,Male,24,2000-01-01,North B,ZNZ789746,255723831553,Lower-Middle,2019-03-07,1
PAT001072,Yusuf Suleiman,Male,47,1977-01-01,Urban West,ZNZ417192,255781041477,Low,2018-08-27,1
PAT001073,Omar Amour,Male,3,2021-01-01,Urban West,ZNZ206147,255738923202,Low,2018-10-31,1
PAT001074,Khalid Mwinyi,Male,49,1975-01-01,North B,ZNZ983706,255779305138,Low,2018-10-25,1
PAT001075,Mwajuma Omar,Female,13,2011-01-01,Urban West,ZNZ452559,255793177355,Middle,2018-03-17,1
PAT001076,Ibrahim Amour,Male,46,1978-01-01,North B,ZNZ154708,255787571362,Low,2022-09-20,1
PAT001077,Bakari Bakari,Male,35,1989-01-01,Micheweni,ZNZ675862,255754660996,Middle,2021-09-18,1
PAT001078,Amina Hamisi,Female,17,2007-01-01,Chake-Chake,ZNZ332409,255779713766,Middle,2020-09-25,1
PAT001079,Hamisi Seif,Male,28,1996-01-01,Wete,ZNZ354451,255732858114,Middle,2022-11-17,1
PAT001080,Nasra Bakari,Female,42,1982-01-01,Urban West,ZNZ539844,255718029598,Middle,2019-10-04,1
PAT001081,Asha Haji,Female,33,1991-01-01,North A,ZNZ966262,255779905511,Low,2022-02-06,1
PAT001082,Suleiman Ali,Male,44,1980-01-01,North A,,255742086215,Middle,2020-04-06,1
PAT001083,Salim Vuai,Male,66,1958-01-01,Mkoani,ZNZ449379,255765902419,Lower-Middle,2018-10-10,1
PAT001084,Safia Khalid,Female,8,2016-01-01,Mkoani,ZNZ850382,255755849459,Middle,2019-08-14,0
PAT001085,Safia Juma,Female,56,1968-01-01,North A,ZNZ293242,255750951660,Middle,2018-03-13,1
PAT001086,Ali Mohammed,Male,36,1988-01-01,Urban West,ZNZ555987,,Low,2021-07-10,1
PAT001087,Pili Rashid,Female,18,2006-01-01,Mkoani,ZNZ410279,255758511231,Lower-Middle,2019-12-04,1
PAT001088,Abdallah Said,Male,13,2011-01-01,Mkoani,ZNZ988015,,Lower-Middle,2019-07-29,1
PAT001089,Pili Vuai,Female,29,1995-01-01,Mkoani,ZNZ529791,255752962091,Middle,2020-09-26,1
PAT001090,Hamisi Vuai,Male,49,1975-01-01,Mkoani,ZNZ214427,255715354993,Low,2020-06-10,1
PAT001091,Rahma Haji,Female,30,1994-01-01,North B,ZNZ320782,,Low,2018-01-12,0
PAT001092,Latifa Abdallah,Female,54,1970-01-01,Urban West,ZNZ588633,255762902394,Lower-Middle,2018-05-21,1
PAT001093,Amina Juma,Female,10,2014-01-01,North B,ZNZ871122,255749749134,Lower-Middle,2022-11-25,1
PAT001094,Khadija Hamisi,Female,31,1993-01-01,North B,ZNZ592108,255770996414,Upper-Middle,2022-04-28,1
PAT001095,Mwinyi Bakari,Male,14,2010-01-01,North B,ZNZ946080,255742455887,Middle,2018-01-17,1
PAT001096,Rashid Khalid,Male,40,1984-01-01,South Unguja,,255717738672,Lower-Middle,2020-12-22,1
PAT001097,Mwinyi Nassor,Male,49,1975-01-01,Urban West,ZNZ596564,255759967619,Low,2018-09-10,1
PAT001098,Rashid Vuai,Male,28,1996-01-01,North A,ZNZ655943,255719064507,Low,2019-04-10,1
PAT001099,Fatuma Khalid,Female,0,2024-01-01,North B,ZNZ172219,255769206882,Lower-Middle,2019-01-11,1
PAT001100,Mwinyi Amour,Male,38,1986-01-01,Urban West,ZNZ718882,255765181265,Middle,2020-09-07,1
PAT001101,Khalid Said,Male,41,1983-01-01,North B,ZNZ818590,255750483572,Lower-Middle,2019-06-04,1
PAT001102,Zawadi Bakari,Female,38,1986-01-01,Chake-Chake,ZNZ562574,255736370480,Lower-Middle,2018-03-31,1
PAT001103,Safia Rashid,Female,50,1974-01-01,Chake-Chake,ZNZ105914,,Middle,2019-12-21,1
PAT001104,Maryam Amour,Female,15,2009-01-01,North B,ZNZ966651,255734886550,Upper-Middle,2020-03-14,1
PAT001105,Mariam Amour,Female,42,1982-01-01,South Unguja,ZNZ287435,255764886352,Low,2020-03-06,1
PAT001106,Ibrahim Mwinyi,Male,54,1970-01-01,Urban West,ZNZ662093,255792422547,Low,2019-09-22,1
PAT001107,Suleiman Salim,Male,6,2018-01-01,Wete,ZNZ778063,255777051188,Low,2021-04-13,1
PAT001108,Zainab Seif,Female,36,1988-01-01,North B,ZNZ194799,255723539916,Middle,2018-03-17,0
PAT001109,Asha Salim,Female,24,2000-01-01,North B,ZNZ188919,255723035245,Upper-Middle,2022-06-25,1
PAT001110,Rashid Juma,Male,33,1991-01-01,Mkoani,ZNZ705750,,Low,2020-07-14,1
PAT001111,Mariam Said,Female,37,1987-01-01,North B,ZNZ131159,255799334688,Low,2022-08-14,1
PAT001112,Khalid Amour,Male,27,1997-01-01,Urban West,ZNZ147800,255741401909,Middle,2019-02-04,1
PAT001113,Juma Salim,Male,24,2000-01-01,Urban West,ZNZ579319,255794126426,Middle,2022-12-11,1
PAT001114,Sitawa Said,Female,32,1992-01-01,North B,ZNZ705191,255756489207,Upper-Middle,2020-08-27,1
PAT001115,Rahma Ali,Female,15,2009-01-01,North B,ZNZ341324,255766139459,Lower-Middle,2020-12-30,1
PAT001116,Halima Suleiman,Female,15,2009-01-01,Mkoani,ZNZ613520,255760599764,Lower-Middle,2021-04-18,1
PAT001117,Hamisi Ali,Male,45,1979-01-01,South Unguja,ZNZ333229,255764156505,Low,2021-02-21,1
PAT001118,Sitawa Hassan,Female,14,2010-01-01,Wete,ZNZ161748,255752307805,Low,2021-11-05,1
PAT001119,Suleiman Ali,Male,45,1979-01-01,North B,ZNZ792378,255726790095,Lower-Middle,2021-08-09,1
PAT001120,Ibrahim Mohammed,Male,42,1982-01-01,North B,ZNZ902930,255719920226,Lower-Middle,2020-03-07,0
PAT001121,Latifa Haji,Female,6,2018-01-01,North B,,255797885223,Low,2018-07-14,1
PAT001122,Zainab Juma,Female,21,2003-01-01,North B,ZNZ953009,,Middle,2018-08-16,1
PAT001123,Zainab Khalid,Female,49,1975-01-01,South Unguja,ZNZ785459,255779199892,Low,2021-12-25,1
PAT001124,Fatuma Hassan,Female,17,2007-01-01,Urban West,ZNZ991111,255720086627,Middle,2021-12-30,1
PAT001125,Sitawa Juma,Female,25,1999-01-01,Mkoani,ZNZ548477,255797035863,Low,2022-12-16,0
PAT001126,Aisha Mohammed,Female,38,1986-01-01,North A,ZNZ916480,255762657816,Middle,2019-04-06,1
PAT001127,Ahmed Hamisi,Male,47,1977-01-01,Urban West,ZNZ660102,255743427892,Low,2019-09-10,1
PAT001128,Suleiman Suleiman,Male,30,1994-01-01,Urban West,ZNZ491637,,Middle,2020-11-10,1
PAT001129,Omar Mwinyi,Male,25,1999-01-01,Urban West,ZNZ348827,255730787302,Low,2018-03-05,1
PAT001130,Amour Seif,Male,57,1967-01-01,North B,ZNZ121518,255715313280,Lower-Middle,2018-06-14,0
PAT001131,Rahma Ali,Female,58,1966-01-01,Urban West,ZNZ880634,255756500652,Middle,2018-01-27,1
PAT001132,Zainab Khatib,Female,46,1978-01-01,Urban West,ZNZ848870,255747764121,Low,2021-08-27,1
PAT001133,Hamisi Khatib,Male,36,1988-01-01,South Unguja,ZNZ691309,255747706541,Low,2020-10-08,1
PAT001134,Amour Amour,Male,22,2002-01-01,Wete,ZNZ102419,255738884951,Middle,2018-10-12,1
PAT001135,Mwajuma Amour,Female,19,2005-01-01,Urban West,ZNZ868976,255712350876,Middle,2022-08-11,1
PAT001136,Hamisi Mohammed,Male,43,1981-01-01,North B,ZNZ536700,255792493325,Low,2018-10-08,1
PAT001137,Rukia Mohammed,Female,38,1986-01-01,Wete,ZNZ944032,255793487487,Low,2020-04-17,1
PAT001138,Pili Said,Female,53,1971-01-01,Kati,ZNZ732899,255736913900,Low,2020-04-10,0
PAT001139,Aisha Said,Female,41,1983-01-01,Micheweni,ZNZ686400,255778759386,Low,2021-04-02,1
PAT001140,Amina Haji,Female,9,2015-01-01,Urban West,ZNZ902792,255783169183,Upper-Middle,2020-07-06,1
PAT001141,Halima Mohammed,Female,47,1977-01-01,Wete,ZNZ845778,,Lower-Middle,2018-08-12,1
PAT001142,Omar Mohammed,Male,19,2005-01-01,South Unguja,ZNZ606805,255746269092,Lower-Middle,2020-02-23,1
PAT001143,Zainab Suleiman,Female,26,1998-01-01,Urban West,ZNZ448405,255721389435,Upper-Middle,2021-03-15,1
PAT001144,Mariam Rashid,Female,35,1989-01-01,Mkoani,ZNZ845658,255739202247,Lower-Middle,2020-08-22,1
PAT001145,Omar Said,Male,66,1958-01-01,North B,ZNZ690608,255777901289,Middle,2020-08-07,1
PAT001146,Latifa Abdallah,Female,78,1946-01-01,Kati,ZNZ836661,255772624669,Low,2020-11-19,1
PAT001147,Mwajuma Mohammed,Female,41,1983-01-01,Wete,ZNZ437232,255726829282,Lower-Middle,2018-02-14,1
PAT001148,Amina Suleiman,Female,29,1995-01-01,Micheweni,ZNZ394065,255733506415,Lower-Middle,2022-12-16,1
PAT001149,Maryam Haji,Female,40,1984-01-01,Wete,ZNZ165350,255747737437,Low,2019-04-16,1
PAT001150,Zainab Salim,Female,45,1979-01-01,North B,ZNZ443275,255724709150,Low,2018-02-03,0
PAT001151,Rehema Omar,Female,27,1997-01-01,South Unguja,ZNZ564952,255766748708,Low,2019-10-15,1
PAT001152,Asha Omar,Female,58,1966-01-01,Mkoani,ZNZ441090,255746128369,Low,2021-12-21,1
PAT001153,Safia Suleiman,Female,35,1989-01-01,Wete,ZNZ110564,255714197739,Lower-Middle,2020-04-09,1
PAT001154,Rukia Juma,Female,39,1985-01-01,Mkoani,ZNZ616939,,Lower-Middle,2018-08-09,1
PAT001155,Amina Khalid,Female,41,1983-01-01,Mkoani,ZNZ205940,255728248067,Lower-Middle,2019-06-18,1
PAT001156,Zawadi Hamisi,Female,38,1986-01-01,Kati,ZNZ642150,255788433445,Low,2019-11-23,1
PAT001157,Ibrahim Khatib,Male,48,1976-01-01,Wete,ZNZ286351,255798372825,Middle,2021-10-22,1
PAT001158,Nasra Suleiman,Female,22,2002-01-01,South Unguja,ZNZ573050,255721045787,Low,2020-07-20,1
PAT001159,Nasra Rashid,Female,23,2001-01-01,Urban West,ZNZ591422,255772922874,Lower-Middle,2020-04-20,0
PAT001160,Rashid Seif,Male,17,2007-01-01,Wete,ZNZ670392,255718203492,Middle,2022-11-02,1
PAT001161,Safia Rashid,Female,38,1986-01-01,North A,ZNZ630338,255716437885,Low,2020-10-07,1
PAT001162,Rashid Nassor,Male,47,1977-01-01,North A,ZNZ370628,255789992949,Middle,2022-04-23,1
PAT001163,Seif Hassan,Male,42,1982-01-01,Urban West,ZNZ809038,255747309922,Middle,2019-08-05,1
PAT001164,Zainab Seif,Female,57,1967-01-01,Mkoani,ZNZ981037,255780413163,Low,2021-02-13,1
PAT001165,Yusuf Nassor,Male,34,1990-01-01,Mkoani,ZNZ354547,255791917620,Low,2018-08-27,1
PAT001166,Halima Mwinyi,Female,42,1982-01-01,Micheweni,ZNZ410112,255732993847,Upper-Middle,2021-09-20,1
PAT001167,Mariam Vuai,Female,15,2009-01-01,North B,ZNZ614756,255715243174,Low,2019-03-17,1
PAT001168,Maryam Khalid,Female,26,1998-01-01,Wete,ZNZ967415,255729672234,Middle,2018-05-28,1
PAT001169,Mohammed Khalid,Male,46,1978-01-01,Micheweni,ZNZ553638,255750374831,Lower-Middle,2020-10-29,1
PAT001170,Hamisi Abdallah,Male,48,1976-01-01,North B,ZNZ879215,255782687987,Low,2021-08-04,1
PAT001171,Sitawa Hassan,Female,27,1997-01-01,North A,ZNZ594509,255757989910,Low,2019-01-23,1
PAT001172,Zawadi Ali,Female,30,1994-01-01,North A,ZNZ269180,255730030723,Lower-Middle,2020-12-09,1
PAT001173,Mwajuma Hassan,Female,9,2015-01-01,South Unguja,ZNZ244526,,Lower-Middle,2022-03-21,1
PAT001174,Ali Nassor,Male,29,1995-01-01,Micheweni,ZNZ305162,255783956984,Middle,2020-07-04,1
PAT001175,Sitawa Nassor,Female,45,1979-01-01,North B,ZNZ566196,255783793465,Upper-Middle,2019-09-30,1
PAT001176,Fatuma Nassor,Female,40,1984-01-01,Kati,ZNZ765897,255713612914,Middle,2022-05-30,1
PAT001177,Aisha Said,Female,39,1985-01-01,Urban West,ZNZ955566,255724130270,Low,2022-08-28,1
PAT001178,Haji Amour,Male,35,1989-01-01,North A,ZNZ601443,255752994381,Middle,2018-10-05,1
PAT001179,Halima Ali,Female,32,1992-01-01,North B,ZNZ476924,255772550627,Middle,2020-09-15,1
PAT001180,Mariam Mohammed,Female,22,2002-01-01,Urban West,ZNZ952019,255792282305,Upper-Middle,2021-08-16,1
PAT001181,Mwajuma Salim,Female,42,1982-01-01,North A,ZNZ702292,255743295260,Lower-Middle,2019-08-12,0
PAT001182,Rashid Hassan,Male,41,1983-01-01,Urban West,ZNZ325075,255780404317,Middle,2019-10-11,1
PAT001183,Latifa Amour,Female,39,1985-01-01,South Unguja,ZNZ276774,255777413407,Lower-Middle,2019-09-10,1
PAT001184,Sitawa Haji,Female,24,2000-01-01,North A,ZNZ228259,255778565362,Low,2022-06-19,1
PAT001185,Ibrahim Bakari,Male,0,2024-01-01,Wete,ZNZ799338,,Upper-Middle,2018-05-15,1
PAT001186,Halima Vuai,Female,48,1976-01-01,South Unguja,ZNZ123259,255752655972,Low,2019-08-03,1
PAT001187,Khadija Omar,Female,24,2000-01-01,Urban West,ZNZ396437,255759440613,Low,2021-03-16,1
PAT001188,Seif Suleiman,Male,21,2003-01-01,Chake-Chake,ZNZ805790,255719380814,Middle,2019-05-05,1
PAT001189,Ahmed Ali,Male,46,1978-01-01,Urban West,ZNZ309137,255779766167,Low,2019-04-23,1
PAT001190,Pili Khalid,Female,26,1998-01-01,Chake-Chake,ZNZ619466,255785433322,Middle,2021-03-28,1
PAT001191,Haji Hamisi,Male,51,1973-01-01,Kati,ZNZ737547,,Middle,2019-01-19,1
PAT001192,Rehema Vuai,Female,41,1983-01-01,North A,ZNZ184179,255791635284,Low,2018-06-12,1
